Subject,Appraisal_Dimension,Item,Order,Rating,RT
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,4695,53,0,5958.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,5270,63,11,11323.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,5629,24,29,5015.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,5661,13,0,4403.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,5700,68,5,4488.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,5780,36,0,4000.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,5910,14,0,5134.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,6212,84,100,5359.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,6560,106,100,3551.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,6821,9,95,8487.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7230,48,41,7822.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7325,85,0,4136.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7330,102,14,5185.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7359,8,81,4224.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7361,64,100,4788.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7430,73,22,5304.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7450,88,18,4746.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7470,26,26,5102.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,7480,99,0,4697.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,8461,29,0,5791.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,8497,110,0,4839.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9040,41,100,5974.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9050,111,81,7264.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9181,75,100,4240.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9182,77,100,3895.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9252,100,100,3638.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9253,37,100,5128.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9265,42,100,5307.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9300,101,100,3464.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9301,87,100,4439.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9400,46,100,3640.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9410,81,100,3881.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9452,76,100,6639.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9561,57,60,7664.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9584,51,61,5426.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9635,98,100,3984.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9800,4,100,8170.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,9810,92,100,3600.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,A013,10,100,9097.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,A041,109,100,4360.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,A055,44,100,5791.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,A062,27,59,3334.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,A064,50,88,5520.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,A069,39,100,5264.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,A095,47,100,3960.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,A127,18,63,5360.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,H022,82,100,5054.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,H064,49,100,4953.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,H077,43,100,4869.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,H079,55,100,3688.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,P039,21,0,4141.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,P077,15,0,3998.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,P078,66,0,4610.0
A8KX1HFH8NE2Q:3IAS3U3I0GSQB1KOLHKHO9N45UDB2X,disgust,P096,31,0,3891.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1050,43,49,4040.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1052,16,46,5680.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1120,96,49,5328.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1201,57,62,7352.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1270,14,51,6516.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1303,81,70,7652.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1440,17,0,4179.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1441,97,5,4779.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1463,103,1,7074.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1710,11,0,4458.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,1722,95,45,9574.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2057,65,0,3746.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2070,112,50,50263.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2091,78,7,5025.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2154,39,6,5173.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2205,3,47,12949.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2224,49,2,4244.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2332,2,1,6433.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2340,34,0,6507.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2395,107,4,6692.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2550,90,3,7368.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2683,86,94,12311.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2691,33,86,6392.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2710,67,99,5328.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2717,76,82,5737.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,2811,60,90,3721.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3005,20,83,8846.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3015,109,99,7492.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3051,7,96,6308.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3053,72,100,4788.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3063,31,99,9555.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3064,30,100,9146.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3068,51,100,6485.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3150,100,86,6639.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3181,26,79,6936.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,3500,19,97,6640.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4002,40,7,6609.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4141,54,7,4948.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4180,104,9,6070.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4225,44,14,5124.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4232,58,6,4841.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4250,8,4,5182.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4311,36,6,8402.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4460,28,49,5928.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4542,108,50,13605.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4561,29,48,7732.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4574,59,49,4332.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4599,87,43,5309.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4607,32,50,7685.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4611,63,41,4628.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4622,102,2,6453.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4623,55,48,25851.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4625,15,0,5433.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4645,99,46,6887.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4659,46,47,4796.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4670,50,44,5592.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4672,9,49,7090.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4680,24,48,7635.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,4695,53,46,6061.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,5270,41,0,5855.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,5629,77,0,4951.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,5661,21,4,8562.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,5700,22,0,9160.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,5780,83,1,4142.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,5910,75,0,8777.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,6212,111,96,8646.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,6560,4,84,6384.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,6821,52,79,7815.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7230,110,10,8208.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7325,27,1,6529.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7330,37,0,14776.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7359,71,82,6837.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7361,12,19,7132.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7430,79,10,6301.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7450,61,39,7972.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7470,18,0,5401.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,7480,84,34,10145.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,8461,6,2,10593.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,8497,74,0,7083.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9040,106,96,10890.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9050,92,94,6413.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9181,68,96,6223.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9182,47,85,12416.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9252,80,100,8819.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9253,45,95,10453.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9265,69,98,13099.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9300,13,100,4716.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9301,98,98,4258.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9400,62,86,6359.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9410,38,50,42784.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9452,70,76,6606.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9561,5,87,7947.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9584,64,60,4872.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9635,94,98,6042.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9800,93,98,4653.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,9810,89,98,5168.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,A013,66,89,10943.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,A041,1,97,9202.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,A055,101,72,11969.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,A062,35,74,9895.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,A064,23,48,17497.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,A069,42,96,5369.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,A095,10,80,13451.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,A127,73,78,4197.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,H022,25,87,13383.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,H064,48,85,5513.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,H077,88,98,5112.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,H079,56,100,4686.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,P039,91,7,7037.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,P077,105,10,4962.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,P078,85,8,9265.0
A2YKW761AK4ZGY:3IHR8NYAM8D2I90L80L6C8PR7A8P49,disgust,P096,82,48,35883.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1050,102,6,8036.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1052,109,25,7601.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1120,12,54,6773.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1201,27,63,7121.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1270,11,59,14220.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1303,47,68,7326.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1440,112,1,7408.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1441,10,0,6103.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1463,96,1,4927.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1710,90,1,5213.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,1722,93,2,4205.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2057,5,0,4981.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2070,82,0,3966.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2091,3,0,6642.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2154,33,0,7379.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2205,13,0,7772.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2224,94,1,3901.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2332,81,1,8819.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2340,88,2,4508.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2395,9,0,6128.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2550,40,0,6680.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2683,30,27,12293.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2691,31,28,15977.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2710,92,68,4431.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2717,52,74,7535.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,2811,39,72,9245.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3005,59,97,39537.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3015,100,94,17626.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3051,73,86,9843.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3053,108,98,8398.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3063,2,67,121972.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3064,29,77,28528.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3068,18,73,21221.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3150,38,87,68138.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3181,105,90,16419.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,3500,72,85,14696.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4002,58,10,7205.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4141,99,18,5029.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4180,111,3,3770.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4225,103,1,6201.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4232,98,24,5295.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4250,43,0,6447.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4311,78,6,8805.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4460,46,0,7409.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4542,49,0,8956.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4561,35,0,5514.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4574,32,0,4724.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4599,20,0,4605.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4607,83,0,4891.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4611,87,1,4454.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4622,6,0,6500.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4623,14,0,9171.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4625,22,0,14003.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4645,65,1,5734.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4659,1,49,10456.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4670,77,6,7849.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4672,97,9,45553.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4680,74,16,6872.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,4695,64,19,4673.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,5270,67,0,4130.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,5629,107,2,4385.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,5661,28,0,4270.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,5700,57,0,8151.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,5780,21,0,6302.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,5910,60,2,6292.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,6212,110,1,19426.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,6560,41,100,6897.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,6821,80,98,10937.0
A3BTEZBYTU9M1B:3JAOYWH7VJGDOURZX3OQCZRMHKDL96,disgust,7230,55,1,6542.0
